Python File,Function Name,Lines of Code,Cyclomatic Complexity,Number of Calls,Functions Called
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary1.py,keyword_in_resource_overrides_libraries,53,22,1,Exception
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary1.py,comment,53,22,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary1.py,copy_directory,53,22,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary1.py,no_operation,53,22,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary1.py,method,53,22,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary1.py,name_set_in_method_signature,53,22,2,"keyword, print"
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary1.py,non_ascii_would_not_work_here,53,22,1,keyword
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary1.py,no_custom_name_given_1,53,22,1,keyword
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary1.py,no_custom_name_given_2,53,22,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary1.py,add_copies_to_cart,53,22,1,keyword
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary1.py,_i_start_with_an_underscore_and_i_am_ok,53,22,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary1.py,_,53,22,2,"keyword, print"
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary1.py,__,53,22,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary1.py,should_not_be_accessed,53,22,1,SystemExit
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary1.py,_should_not_be_accessed,53,22,1,SystemExit
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary2.py,keyword_only_in_library_2,22,11,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary2.py,keyword_in_both_libraries,22,11,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary2.py,keyword_in_all_resources_and_libraries,22,11,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary2.py,keyword_everywhere,22,11,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary2.py,keyword_in_tc_file_overrides_others,22,11,1,Exception
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary2.py,keyword_in_resource_overrides_libraries,22,11,1,Exception
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary2.py,no_operation,22,11,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary2.py,replace_string,22,11,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\MyLibrary2.py,run_keyword_if,22,11,1,BuiltIn
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,keyword_only_in_library_1,55,29,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,keyword_in_both_libraries,55,29,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,keyword_in_all_resources_and_libraries,55,29,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,keyword_everywhere,55,29,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,no_operation,55,29,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,similar_kw_3,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,action,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,do_action,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,action_and_expect_problems,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,action_and_ignore_problems,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,wait_until_action_succeeds,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,do_stuff,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,open_application,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,ask_user_for_input,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,boot_up_server,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,shut_down_server,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,minimize_window,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,maximize_window,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,open_window,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,create_data,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,delete_data,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,update_data,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,modify_data,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,get_data,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,read_data,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,record,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary1.py,nothing,55,29,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary2.py,keyword_only_in_library_2,13,8,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary2.py,keyword_in_both_libraries,13,8,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary2.py,keyword_in_all_resources_and_libraries,13,8,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary2.py,keyword_everywhere,13,8,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary2.py,no_operation,13,8,1,print
C:/Users/DELL/robotframework\atest\testdata\keywords\resources\RecLibrary2.py,similar_kw_4,13,8,0,
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,integer,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,integral,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,float_,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,real,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,decimal,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,boolean,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,string,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,bytes_,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,bytestring,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,bytearray_,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,datetime_,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,date_,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,timedelta_,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,path,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,pure_path,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,path_like,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,enum_,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,none_enum,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,flag,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,int_enum,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,int_flag,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,nonetype,167,67,2,"_validate_type, type"
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,list_,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,sequence,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,mutable_sequence,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,tuple_,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,dictionary,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,mapping,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,mutable_mapping,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,set_,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,set_abc,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,mutable_set,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,frozenset_,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,unknown,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,non_type,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,unhashable,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,invalid,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,varargs,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,kwargs,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,kwonly,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,none_as_default,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,none_as_default_with_unknown_type,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,forward_referenced_concrete_type,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,forward_referenced_abc,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,return_value_annotation,167,67,2,"_validate_type, float"
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,types_via_keyword_deco_override,167,67,2,"keyword, _validate_type"
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,none_as_types,167,67,2,"keyword, _validate_type"
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,empty_list_as_types,167,67,2,"keyword, _validate_type"
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,keyword_deco_alone_does_not_override,167,67,2,"keyword, _validate_type"
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,decorator,167,67,1,func
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,decorator_with_wraps,167,67,2,"wraps, func"
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,mismatch_caused_by_decorator,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,keyword_with_wraps,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,type_and_default_1,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,type_and_default_2,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,type_and_default_3,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,type_and_default_4,167,67,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,_validate_type,167,67,4,"isinstance, eval, AssertionError, type"
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,wrapper,167,67,1,func
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\Annotations.py,wrapper,167,67,1,func
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,integer,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,int_,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,long_,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,float_,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,double,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,decimal,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,boolean,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,bool_,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,string,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,bytes_,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,bytearray_,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,datetime_,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,date_,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,timedelta_,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,list_,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,tuple_,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,dictionary,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,dict_,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,map_,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,set_,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,frozenset_,52,25,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithAliases.py,_validate_type,52,25,4,"isinstance, eval, AssertionError, type"
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithTyping.py,list_,82,39,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithTyping.py,list_with_types,82,39,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithTyping.py,tuple_,82,39,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithTyping.py,tuple_with_types,82,39,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithTyping.py,homogenous_tuple,82,39,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithTyping.py,sequence,82,39,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithTyping.py,sequence_with_types,82,39,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithTyping.py,mutable_sequence,82,39,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithTyping.py,mutable_sequence_with_types,82,39,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithTyping.py,dict_,82,39,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithTyping.py,dict_with_types,82,39,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithTyping.py,mapping,82,39,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithTyping.py,mapping_with_types,82,39,1,_validate_type
C:/Users/DELL/robotframework\atest\testdata\keywords\type_conversion\AnnotationsWithTyping.py,mutable_mapping,82,39,1,_validate_type
